race,sex,sl,yc,h_cm,hw_k,es,y
A,F,Y,N,166.7,333.9,85.2,1
A,F,Y,N,163.3,340.0,84.6,0
B,M,N,Y,197.3,88.0,80.9,0
A,F,Y,N,163.8,345.0,88.6,1
A,F,Y,N,166.3,288.7,82.1,0
B,M,N,Y,182.5,121.4,87.4,1
W,F,N,N,157.8,125.1,88.2,1
A,M,Y,Y,183.1,309.2,86.8,1
W,F,N,N,165.5,244.5,86.4,1
W,F,N,N,160.4,233.9,89.6,1
W,F,N,N,150.2,150.3,82.1,0
W,M,N,Y,186.7,270.8,89.0,1
B,F,N,N,156.4,77.1,80.2,0
B,M,N,Y,169.9,115.0,81.5,0
W,M,N,Y,190.8,135.7,87.8,1
B,M,N,Y,172.5,61.2,81.9,0
B,M,N,Y,174.1,52.4,87.6,1
B,M,N,Y,175.9,61.7,88.8,1
B,M,N,Y,188.4,75.5,81.7,0
W,M,N,Y,179.4,154.3,83.3,0
A,F,Y,N,153.4,299.1,89.9,1
B,F,N,N,151.4,66.9,85.7,1
A,M,Y,Y,170.7,318.2,88.5,1
A,M,Y,Y,187.7,321.9,82.3,0
W,F,N,N,159.4,262.4,84.8,0
A,M,Y,Y,176.8,288.5,87.0,1
W,M,N,Y,172.3,238.5,86.8,1
B,M,N,Y,196.2,80.0,89.2,1
W,F,N,N,151.5,237.6,86.7,1
B,F,N,N,157.5,106.4,86.4,1
B,M,N,Y,186.6,124.3,80.4,0
B,F,N,N,160.9,98.3,82.7,0
A,F,Y,N,157.4,318.5,83.7,0
A,F,Y,N,152.5,294.4,84.8,0
A,M,Y,Y,170.1,285.3,89.6,1
W,M,N,Y,196.1,173.1,87.5,1
B,F,N,N,159.5,89.7,85.9,1
A,M,Y,Y,177.9,284.4,80.1,0
A,F,Y,N,166.4,305.8,89.5,1
B,M,N,Y,187.7,59.5,84.8,0
W,F,N,N,153.2,139.6,86.7,1
A,F,Y,N,156.6,314.8,82.8,0
B,F,N,N,165.2,124.5,89.6,1
W,M,N,Y,180.3,227.2,87.0,1
A,M,Y,Y,186.3,307.6,89.6,1
B,F,N,N,158.7,107.7,84.6,0
A,M,Y,Y,188.7,313.2,85.0,1
A,M,Y,Y,192.7,335.7,81.7,0
B,F,N,N,159.2,94.6,84.5,0
A,F,Y,N,167.2,288.6,86.1,1
W,F,N,N,166.5,219.7,80.8,0
B,F,N,N,150.5,91.4,81.0,0
A,M,Y,Y,185.0,339.4,87.6,1
W,M,N,Y,174.7,223.7,80.8,0
A,F,Y,N,157.9,284.1,81.3,0
W,F,N,N,161.8,274.2,89.8,1
W,M,N,Y,194.8,267.7,83.2,0
W,M,N,Y,190.6,201.7,85.1,1
B,F,N,N,153.8,60.4,80.9,0
B,F,N,N,154.4,101.8,85.7,1
A,F,Y,N,164.0,285.0,87.7,1
B,M,N,Y,184.4,79.0,85.7,1
B,F,N,N,158.2,67.7,85.8,1
A,M,Y,Y,171.1,301.6,87.4,1
W,M,N,Y,183.6,257.6,89.8,1
B,F,N,N,155.7,50.6,80.6,0
W,F,N,N,156.3,179.9,84.7,0
A,M,Y,Y,193.1,340.0,85.2,1
A,M,Y,Y,190.6,309.1,86.9,1
B,F,N,N,167.2,75.3,80.6,0
B,F,N,N,159.7,107.4,82.9,0
A,M,Y,Y,197.3,288.6,85.9,1
W,M,N,Y,170.8,126.6,84.0,0
W,M,N,Y,172.2,182.0,83.4,0
A,F,Y,N,166.5,296.6,89.2,1
W,F,N,N,155.3,252.1,83.0,0
W,F,N,N,167.6,232.2,82.2,0
A,M,Y,Y,189.0,337.7,85.2,1
B,F,N,N,165.2,73.6,85.5,1
A,M,Y,Y,194.4,305.1,80.7,0
W,M,N,Y,170.1,245.3,84.2,0
B,M,N,Y,192.9,56.7,82.6,0
A,F,Y,N,159.6,295.7,84.6,0
B,F,N,N,150.3,106.4,83.1,0
W,M,N,Y,176.4,249.6,83.2,0
A,M,Y,Y,186.6,284.6,89.4,1
A,M,Y,Y,188.0,323.3,87.4,1
A,F,Y,N,167.0,318.8,81.8,0
W,F,N,N,159.1,247.5,80.5,0
B,F,N,N,164.6,55.1,89.0,1
W,M,N,Y,186.1,253.5,86.9,1
A,F,Y,N,161.9,343.3,89.4,1
W,F,N,N,160.8,225.0,89.9,1
A,M,Y,Y,177.0,279.2,85.1,1
W,F,N,N,164.1,152.2,82.3,0
A,F,Y,N,150.6,278.0,89.0,1
B,F,N,N,160.6,121.6,88.3,1
A,M,Y,Y,187.5,306.2,85.5,1
W,F,N,N,155.6,186.8,84.8,0
B,M,N,Y,196.5,68.4,87.1,1
A,M,Y,Y,174.3,283.1,85.7,1
B,M,N,Y,191.0,67.8,81.3,0
W,M,N,Y,199.1,201.4,85.1,1
B,F,N,N,156.7,78.7,84.4,0
B,F,N,N,152.9,112.0,82.6,0
W,F,N,N,152.7,257.4,80.2,0
B,M,N,Y,188.9,54.3,83.7,0
A,M,Y,Y,196.2,311.9,83.1,0
A,M,Y,Y,173.9,319.4,88.1,1
B,M,N,Y,168.6,91.5,85.9,1
A,F,Y,N,162.7,278.8,80.8,0
A,F,Y,N,166.2,281.6,88.7,1
A,M,Y,Y,175.9,332.3,89.1,1
B,M,N,Y,199.7,50.4,82.2,0
A,M,Y,Y,198.9,307.3,80.1,0
B,F,N,N,152.7,97.8,85.2,1
W,M,N,Y,185.0,188.2,82.6,0
B,F,N,N,161.2,94.2,88.4,1
B,M,N,Y,198.7,111.7,81.7,0
A,F,Y,N,159.3,333.2,86.7,1
B,M,N,Y,193.5,121.3,89.3,1
B,F,N,N,167.7,93.5,81.6,0
W,M,N,Y,188.2,153.2,89.4,1
W,F,N,N,165.9,212.4,87.1,1
A,F,Y,N,164.8,283.0,83.8,0
B,M,N,Y,169.2,80.7,80.4,0
W,M,N,Y,184.0,129.9,80.2,0
A,M,Y,Y,172.2,285.5,85.6,1
A,F,Y,N,164.7,300.8,89.7,1
B,F,N,N,162.8,86.9,84.8,0
W,F,N,N,152.1,246.0,88.5,1
W,M,N,Y,171.3,222.9,80.5,0
B,F,N,N,162.3,97.5,89.7,1
W,M,N,Y,192.0,177.2,80.9,0
B,M,N,Y,189.1,107.2,85.1,1
A,M,Y,Y,179.9,334.3,80.1,0
W,M,N,Y,195.5,226.1,80.4,0
W,F,N,N,153.0,158.9,86.1,1
A,F,Y,N,164.1,276.3,88.4,1
A,M,Y,Y,182.7,293.8,86.9,1
B,M,N,Y,192.5,122.8,83.3,0
B,F,N,N,157.2,109.9,80.9,0
A,M,Y,Y,178.8,291.8,89.4,1
W,F,N,N,159.2,226.0,82.5,0
W,F,N,N,164.9,238.9,88.5,1
W,F,N,N,156.1,257.7,89.6,1
W,M,N,Y,186.2,184.9,89.4,1
W,M,N,Y,170.8,143.1,89.3,1
A,M,Y,Y,193.3,280.5,89.9,1
A,M,Y,Y,192.7,307.5,85.7,1
B,M,N,Y,169.3,73.7,82.3,0
W,M,N,Y,190.2,157.9,84.9,0
W,M,N,Y,190.1,133.3,85.1,1
W,F,N,N,155.8,274.5,88.1,1
A,M,Y,Y,191.1,311.6,89.2,1
W,M,N,Y,195.3,176.7,82.0,0
A,F,Y,N,158.3,349.3,85.8,1
B,F,N,N,167.0,52.1,83.9,0
B,M,N,Y,181.1,108.1,83.3,0
W,M,N,Y,192.5,165.1,89.7,1
A,M,Y,Y,193.5,340.5,88.5,1
W,M,N,Y,183.2,205.5,82.6,0
B,M,N,Y,181.9,106.9,82.1,0
B,M,N,Y,172.0,106.6,85.0,1
A,F,Y,N,162.7,291.4,81.3,0
B,F,N,N,150.6,98.6,83.3,0
W,F,N,N,152.7,130.9,87.0,1
A,M,Y,Y,197.3,303.8,83.1,0
A,M,Y,Y,188.4,327.0,86.5,1
W,F,N,N,154.3,195.4,84.0,0
A,M,Y,Y,171.3,287.7,88.6,1
A,M,Y,Y,188.6,342.7,80.6,0
A,F,Y,N,150.8,301.4,85.6,1
A,F,Y,N,163.6,292.1,88.2,1
B,M,N,Y,178.4,101.4,88.3,1
A,F,Y,N,165.8,339.9,80.9,0
A,M,Y,Y,173.4,317.0,89.6,1
A,M,Y,Y,170.3,340.4,82.3,0
W,F,N,N,160.0,190.4,83.1,0
B,F,N,N,167.0,78.8,86.1,1
W,M,N,Y,189.4,201.3,90.0,1
A,F,Y,N,166.2,314.8,89.0,1
W,M,N,Y,190.2,229.3,81.5,0
B,F,N,N,155.2,105.5,84.4,0
A,F,Y,N,167.5,345.9,88.3,1
W,F,N,N,165.6,202.1,87.0,1
B,F,N,N,166.5,58.0,87.8,1
A,F,Y,N,161.6,309.7,81.6,0
A,M,Y,Y,174.2,308.7,85.5,1
W,F,N,N,164.0,266.5,82.9,0
A,M,Y,Y,195.2,329.5,81.0,0
W,F,N,N,154.8,226.1,84.6,0
A,M,Y,Y,180.3,298.7,87.2,1
B,M,N,Y,195.5,69.9,83.5,0
W,M,N,Y,188.8,129.9,80.3,0
W,M,N,Y,196.2,173.0,81.8,0
W,M,N,Y,174.4,132.7,82.6,0
B,M,N,Y,197.3,89.2,85.4,1
A,F,Y,N,164.8,307.1,80.6,0
B,F,N,N,153.4,94.4,88.5,1
A,F,Y,N,165.2,310.5,83.7,0
B,F,N,N,156.8,57.6,82.2,0
B,M,N,Y,178.6,112.3,81.7,0
W,F,N,N,156.6,265.5,89.7,1
W,F,N,N,166.9,130.9,89.8,1
A,M,Y,Y,177.6,281.1,88.4,1
A,M,Y,Y,183.9,340.5,85.7,1
W,F,N,N,155.8,176.7,81.9,0
A,F,Y,N,158.7,300.9,84.7,0
B,M,N,Y,182.0,95.7,88.5,1
W,F,N,N,164.1,227.2,83.2,0
W,F,N,N,164.9,237.1,88.4,1
W,F,N,N,154.2,181.3,82.3,0
A,M,Y,Y,185.3,322.9,80.8,0
A,M,Y,Y,182.5,325.9,89.6,1
W,M,N,Y,188.8,136.5,86.4,1
W,M,N,Y,171.6,253.6,89.6,1
W,M,N,Y,180.1,177.8,81.7,0
W,F,N,N,167.8,189.3,87.4,1
W,F,N,N,162.7,189.3,84.1,0
B,M,N,Y,191.3,123.3,81.4,0
W,M,N,Y,187.2,172.4,80.4,0
W,M,N,Y,181.1,270.4,83.2,0
W,F,N,N,159.2,128.9,80.4,0
B,F,N,N,156.3,121.6,83.8,0
W,F,N,N,155.8,158.4,86.9,1
B,F,N,N,162.9,102.5,90.0,1
A,M,Y,Y,175.2,314.5,80.0,0
A,M,Y,Y,191.6,300.9,86.4,1
A,M,Y,Y,172.5,336.0,89.2,1
W,M,N,Y,189.7,164.2,88.4,1
A,F,Y,N,160.6,305.0,83.2,0
A,F,Y,N,154.1,328.3,82.9,0
B,M,N,Y,189.9,106.6,84.1,0
A,F,Y,N,167.7,280.0,86.6,1
B,M,N,Y,187.0,116.2,89.6,1
W,F,N,N,156.1,125.5,81.3,0
A,M,Y,Y,184.9,321.1,83.7,0
A,F,Y,N,161.4,287.5,83.5,0
A,M,Y,Y,197.8,290.7,84.9,0
B,F,N,N,150.4,106.4,87.3,1
A,M,Y,Y,170.8,280.8,85.7,1
W,M,N,Y,178.5,161.0,80.2,0
B,F,N,N,166.6,123.6,89.9,1
W,M,N,Y,183.2,270.2,84.0,0
W,F,N,N,154.3,171.2,80.3,0
A,M,Y,Y,183.2,308.0,81.8,0
B,M,N,Y,192.1,106.9,87.9,1
W,F,N,N,150.1,240.8,81.2,0
B,M,N,Y,188.5,82.4,88.4,1
W,F,N,N,167.0,152.8,88.6,1
B,M,N,Y,177.2,110.2,89.5,1
W,F,N,N,167.9,272.6,85.8,1
W,F,N,N,151.5,164.0,86.6,1
B,M,N,Y,198.1,66.9,80.4,0
A,F,Y,N,164.9,276.9,85.3,1
W,F,N,N,164.4,199.1,80.1,0
B,F,N,N,153.1,93.6,89.7,1
A,F,Y,N,157.4,332.9,83.0,0
A,F,Y,N,156.5,331.9,85.3,1
W,F,N,N,167.1,236.4,83.7,0
B,M,N,Y,169.3,58.6,83.0,0
W,M,N,Y,179.3,176.2,84.9,0
B,M,N,Y,180.7,120.3,84.3,0
A,F,Y,N,162.1,291.0,82.3,0
W,M,N,Y,191.3,150.4,84.0,0
W,M,N,Y,199.6,177.4,85.0,1
W,M,N,Y,194.4,218.0,86.6,1
W,F,N,N,163.9,162.2,88.0,1
W,M,N,Y,183.2,220.2,83.6,0
W,M,N,Y,177.8,213.7,84.0,0
B,F,N,N,157.2,108.1,83.3,0
W,M,N,Y,177.7,248.5,80.8,0
W,M,N,Y,171.2,204.6,83.2,0
A,F,Y,N,164.5,290.7,87.7,1
W,F,N,N,156.7,262.1,87.6,1
B,F,N,N,164.2,93.4,82.4,0
A,M,Y,Y,178.1,331.2,85.7,1
A,F,Y,N,163.9,293.3,83.7,0
W,M,N,Y,194.1,271.0,87.3,1
B,M,N,Y,196.6,121.6,87.8,1
W,F,N,N,166.6,232.5,81.5,0
B,M,N,Y,178.9,102.7,85.9,1
A,F,Y,N,166.1,342.1,85.9,1
A,M,Y,Y,194.7,282.0,81.0,0
W,F,N,N,164.3,256.4,87.6,1
W,F,N,N,153.0,231.1,84.5,0
B,F,N,N,162.3,86.5,82.1,0
A,M,Y,Y,197.8,337.9,86.5,1
W,F,N,N,161.6,232.6,85.8,1
A,F,Y,N,162.0,325.4,84.2,0
W,F,N,N,162.6,220.3,88.4,1
A,M,Y,Y,170.7,278.4,81.1,0
W,F,N,N,167.0,183.0,81.6,0
B,F,N,N,154.9,74.7,85.8,1
B,M,N,Y,178.8,58.9,86.2,1
W,F,N,N,160.7,140.0,83.1,0
A,M,Y,Y,179.0,307.2,83.7,0
W,F,N,N,162.7,224.0,80.7,0
W,M,N,Y,178.3,163.8,87.0,1
A,F,Y,N,156.9,277.7,80.9,0
A,F,Y,N,150.2,283.8,83.1,0
A,F,Y,N,157.7,336.9,89.8,1
A,M,Y,Y,185.6,314.9,88.2,1
B,F,N,N,160.5,115.9,81.1,0
W,M,N,Y,197.2,150.1,85.0,1
A,M,Y,Y,177.0,322.1,82.9,0
B,F,N,N,163.5,124.0,81.4,0
W,M,N,Y,188.2,170.1,82.9,0
A,F,Y,N,155.8,295.3,87.2,1
B,M,N,Y,183.0,107.9,87.5,1
B,M,N,Y,181.4,107.6,88.8,1
W,F,N,N,153.4,202.0,81.4,0
A,M,Y,Y,184.4,299.3,80.1,0
B,M,N,Y,186.0,89.8,89.3,1
B,F,N,N,164.9,116.7,89.6,1
A,F,Y,N,153.3,284.3,84.6,0
B,F,N,N,151.3,119.5,88.0,1
B,F,N,N,164.9,89.9,85.1,1
B,M,N,Y,198.5,113.2,89.3,1
W,F,N,N,159.6,207.7,83.1,0
B,M,N,Y,173.0,73.5,86.0,1
A,F,Y,N,156.9,349.5,85.6,1
B,F,N,N,166.3,66.6,86.9,1
W,F,N,N,157.5,263.4,81.9,0
B,M,N,Y,173.0,96.3,87.5,1
B,F,N,N,157.2,104.7,87.7,1
W,M,N,Y,175.2,154.4,88.8,1
A,F,Y,N,164.0,315.3,88.9,1
A,M,Y,Y,173.1,339.0,86.6,1
B,M,N,Y,185.8,108.3,82.9,0
A,F,Y,N,157.1,302.3,83.3,0
B,F,N,N,165.7,79.7,81.3,0
W,F,N,N,164.3,247.8,84.4,0
W,M,N,Y,184.3,154.4,80.1,0
A,M,Y,Y,182.7,338.7,89.7,1
A,M,Y,Y,197.4,277.9,86.4,1
A,M,Y,Y,176.6,297.1,88.5,1
A,M,Y,Y,176.9,334.3,86.4,1
W,F,N,N,163.3,195.3,89.7,1
B,F,N,N,150.3,121.6,86.0,1
B,M,N,Y,173.6,106.1,80.2,0
A,M,Y,Y,179.5,315.7,85.2,1
B,F,N,N,159.6,90.1,85.3,1
A,M,Y,Y,172.8,279.8,84.0,0
A,M,Y,Y,194.8,341.3,80.4,0
A,F,Y,N,168.0,311.9,85.4,1
W,M,N,Y,182.0,192.9,88.7,1
B,M,N,Y,191.1,102.6,86.9,1
A,M,Y,Y,187.3,320.6,87.8,1
W,F,N,N,154.9,225.0,80.7,0
B,F,N,N,159.1,80.9,86.8,1
B,F,N,N,162.2,70.4,83.5,0
W,F,N,N,163.4,128.3,87.0,1
B,M,N,Y,199.1,82.2,87.4,1
W,M,N,Y,184.3,129.7,83.0,0
B,M,N,Y,193.6,66.8,87.1,1
B,F,N,N,164.8,82.2,84.0,0
A,M,Y,Y,189.3,310.6,81.9,0
A,M,Y,Y,168.9,329.0,86.6,1
B,M,N,Y,175.2,65.8,86.9,1
W,F,N,N,166.4,157.9,87.0,1
W,M,N,Y,184.5,190.8,82.2,0
A,M,Y,Y,189.4,344.5,83.9,0
A,F,Y,N,156.2,320.7,85.8,1
B,F,N,N,157.1,115.8,86.6,1
B,F,N,N,150.8,59.2,86.1,1
A,F,Y,N,155.3,316.0,80.2,0
W,F,N,N,163.3,162.1,81.6,0
W,M,N,Y,196.4,182.4,85.4,1
B,M,N,Y,171.3,96.3,88.8,1
B,M,N,Y,175.8,119.0,82.2,0
B,F,N,N,158.8,118.2,85.6,1
W,M,N,Y,196.8,173.0,87.1,1
B,F,N,N,157.3,117.3,87.6,1
A,M,Y,Y,176.8,326.0,82.8,0
A,M,Y,Y,181.6,348.7,85.8,1
A,M,Y,Y,180.2,287.2,88.3,1
W,F,N,N,161.3,218.1,84.2,0
W,F,N,N,162.1,251.6,84.0,0
A,F,Y,N,154.2,308.8,85.8,1
B,F,N,N,164.4,73.6,86.7,1
B,F,N,N,156.7,72.7,84.7,0
W,F,N,N,158.7,162.2,89.4,1
B,F,N,N,156.3,70.7,84.1,0
A,M,Y,Y,192.1,303.6,87.5,1
W,M,N,Y,182.1,128.3,81.2,0
W,F,N,N,154.5,164.2,83.2,0
B,M,N,Y,182.6,64.0,89.2,1
A,F,Y,N,165.7,286.2,81.1,0
B,M,N,Y,185.9,121.8,83.1,0
W,M,N,Y,184.2,125.6,85.0,1
W,F,N,N,155.2,194.1,83.1,0
W,F,N,N,161.7,253.4,89.4,1
B,F,N,N,160.4,124.8,81.6,0
W,F,N,N,161.4,230.6,88.9,1
A,M,Y,Y,193.4,317.6,87.6,1
B,F,N,N,167.4,91.5,87.6,1
W,F,N,N,165.3,189.4,85.2,1
W,M,N,Y,180.5,144.2,87.4,1
W,F,N,N,153.1,176.4,85.5,1
W,M,N,Y,181.8,270.7,89.8,1
B,M,N,Y,199.2,82.3,86.0,1
B,F,N,N,154.2,61.8,84.6,0
W,F,N,N,151.2,180.2,81.2,0
W,M,N,Y,196.7,132.2,82.2,0
W,M,N,Y,170.9,135.7,89.5,1
A,F,Y,N,163.7,312.8,88.8,1
W,F,N,N,157.9,206.9,88.3,1
W,F,N,N,154.6,202.5,84.9,0
B,F,N,N,151.3,80.3,86.5,1
W,F,N,N,161.1,211.8,88.6,1
B,M,N,Y,172.9,104.0,82.7,0
W,M,N,Y,199.3,222.8,80.2,0
W,F,N,N,152.5,159.3,80.8,0
W,M,N,Y,179.7,164.1,89.9,1
B,M,N,Y,179.9,91.9,81.0,0
W,M,N,Y,181.2,195.2,87.2,1
B,F,N,N,160.4,100.3,81.7,0
A,F,Y,N,150.5,313.4,89.2,1
B,F,N,N,162.6,98.9,83.0,0
B,M,N,Y,179.5,110.4,82.2,0
B,M,N,Y,174.2,109.5,84.1,0
B,F,N,N,160.7,83.1,84.1,0
W,F,N,N,151.4,208.4,89.5,1
B,M,N,Y,183.7,91.7,84.5,0
W,F,N,N,154.3,126.1,87.7,1
A,F,Y,N,156.0,277.9,85.8,1
A,M,Y,Y,198.3,295.3,80.4,0
W,F,N,N,153.5,149.2,83.3,0
W,F,N,N,162.6,210.8,88.2,1
W,F,N,N,157.5,271.8,82.0,0
B,M,N,Y,195.5,87.8,88.7,1
A,M,Y,Y,168.8,326.9,86.5,1
W,F,N,N,150.5,193.4,89.8,1
B,F,N,N,151.3,72.9,88.4,1
W,F,N,N,152.9,236.5,83.2,0
W,F,N,N,158.4,204.8,89.8,1
W,M,N,Y,179.9,260.7,85.7,1
B,M,N,Y,168.4,122.5,84.2,0
B,M,N,Y,170.4,70.7,85.0,1
W,M,N,Y,198.1,223.9,87.5,1
B,F,N,N,159.7,105.2,86.6,1
A,F,Y,N,167.8,347.3,80.4,0
A,M,Y,Y,199.4,346.1,80.8,0
A,M,Y,Y,175.4,283.1,88.5,1
A,M,Y,Y,173.1,322.1,85.0,1
B,M,N,Y,168.3,89.6,81.9,0
A,M,Y,Y,177.3,333.9,87.1,1
A,F,Y,N,163.2,334.1,80.1,0
B,F,N,N,155.3,59.2,88.7,1
W,F,N,N,162.8,273.6,84.6,0
B,M,N,Y,189.2,113.7,86.9,1
W,F,N,N,151.2,192.5,81.1,0
A,F,Y,N,165.3,348.7,80.8,0
W,M,N,Y,200.0,185.6,80.8,0
A,M,Y,Y,173.1,312.7,85.1,1
B,F,N,N,159.6,62.8,80.7,0
B,M,N,Y,181.4,71.2,81.3,0
A,M,Y,Y,190.8,316.4,81.7,0
W,M,N,Y,180.0,219.0,89.5,1
W,M,N,Y,186.9,223.4,89.8,1
A,F,Y,N,165.8,281.4,88.4,1
B,M,N,Y,172.0,97.1,86.1,1
A,M,Y,Y,185.3,348.0,81.0,0
B,M,N,Y,194.9,105.2,81.0,0
B,F,N,N,151.5,78.4,87.7,1
W,M,N,Y,186.5,128.9,89.8,1
A,M,Y,Y,169.3,332.3,80.2,0
W,M,N,Y,186.2,266.4,85.4,1
B,F,N,N,165.2,93.5,84.1,0
B,M,N,Y,194.5,57.4,82.2,0
A,F,Y,N,167.4,291.7,90.0,1
B,M,N,Y,197.6,79.2,80.5,0
B,M,N,Y,194.5,93.7,81.6,0
B,M,N,Y,174.5,69.1,83.2,0
A,M,Y,Y,177.6,315.1,83.9,0
B,M,N,Y,173.0,116.8,83.7,0
B,F,N,N,151.9,116.6,80.7,0
B,F,N,N,151.2,92.2,88.0,1
B,F,N,N,150.3,96.3,82.1,0
B,F,N,N,164.4,124.3,80.1,0
A,F,Y,N,161.5,295.2,80.0,0
W,F,N,N,166.0,274.6,90.0,1
B,M,N,Y,168.4,97.9,88.1,1
W,F,N,N,167.7,232.5,85.3,1
B,M,N,Y,186.1,63.8,86.9,1
W,M,N,Y,181.8,210.2,86.2,1
A,M,Y,Y,186.9,332.5,83.3,0
B,F,N,N,150.2,51.1,88.5,1
A,M,Y,Y,189.2,310.5,85.3,1
B,F,N,N,164.9,83.0,84.4,0
W,M,N,Y,198.9,252.7,88.7,1
A,F,Y,N,167.4,335.0,84.5,0
A,M,Y,Y,175.1,301.7,81.7,0
B,M,N,Y,183.1,65.3,86.7,1
W,M,N,Y,194.7,226.5,88.5,1
W,F,N,N,167.8,268.9,88.8,1
B,F,N,N,153.7,67.5,87.3,1
B,M,N,Y,174.8,57.5,89.2,1
W,M,N,Y,168.7,234.5,83.7,0
A,M,Y,Y,192.7,324.3,83.6,0
B,M,N,Y,192.2,78.3,86.9,1
W,F,N,N,162.4,267.2,85.0,1
B,M,N,Y,176.9,56.4,82.1,0
W,F,N,N,154.9,199.1,83.5,0
W,M,N,Y,176.0,248.6,84.6,0
A,M,Y,Y,177.8,279.1,88.5,1
B,M,N,Y,170.6,120.7,81.8,0
W,F,N,N,152.6,223.7,86.7,1
W,F,N,N,162.1,166.0,81.6,0
B,M,N,Y,187.3,103.0,84.3,0
W,F,N,N,153.3,159.6,89.6,1
A,M,Y,Y,187.0,278.6,88.9,1
B,F,N,N,160.2,84.2,80.7,0
B,F,N,N,165.3,89.3,88.4,1
B,F,N,N,150.5,62.6,80.1,0
B,F,N,N,158.6,70.3,84.3,0
A,F,Y,N,160.6,291.5,85.3,1
B,M,N,Y,195.8,94.8,86.9,1
A,F,Y,N,159.6,341.1,82.4,0
W,F,N,N,154.3,193.0,85.8,1
B,F,N,N,152.3,89.2,80.7,0
B,F,N,N,155.6,108.1,85.1,1
A,M,Y,Y,191.2,282.6,82.6,0
B,F,N,N,163.3,95.3,85.0,1
W,M,N,Y,170.8,233.6,80.1,0
W,F,N,N,154.6,189.2,89.7,1
B,F,N,N,156.6,73.9,80.7,0
A,F,Y,N,162.9,302.9,85.1,1
W,F,N,N,159.0,172.3,85.4,1
W,F,N,N,153.5,273.2,89.7,1
W,F,N,N,160.3,150.9,81.1,0
W,M,N,Y,191.0,246.7,82.2,0
B,F,N,N,163.5,118.2,83.1,0
A,M,Y,Y,194.6,348.7,81.3,0
W,M,N,Y,192.5,150.6,82.5,0
W,M,N,Y,189.2,189.1,87.4,1
B,M,N,Y,199.0,104.9,83.7,0
W,F,N,N,168.2,228.0,85.7,1
W,F,N,N,158.0,168.6,82.1,0
B,F,N,N,158.2,54.9,81.3,0
A,F,Y,N,154.3,316.3,82.4,0
B,F,N,N,166.8,81.1,81.4,0
B,F,N,N,156.2,82.5,83.2,0
B,M,N,Y,184.9,53.7,89.5,1
W,F,N,N,161.0,188.3,83.3,0
W,F,N,N,165.1,217.2,86.7,1
A,F,Y,N,161.6,319.7,83.6,0
B,F,N,N,162.0,103.1,85.6,1
B,F,N,N,152.1,61.1,87.7,1
A,M,Y,Y,186.3,292.4,87.7,1
W,M,N,Y,197.8,228.2,85.4,1
A,M,Y,Y,197.5,346.0,84.8,0
W,M,N,Y,186.5,210.3,82.2,0
B,M,N,Y,197.1,97.1,81.2,0
A,F,Y,N,154.0,314.7,87.2,1
A,M,Y,Y,171.6,332.5,83.3,0
A,F,Y,N,156.3,294.6,88.6,1
A,F,Y,N,165.8,302.7,89.7,1
B,F,N,N,166.4,66.5,88.4,1
W,F,N,N,162.1,142.3,87.7,1
A,F,Y,N,159.3,297.0,87.1,1
B,M,N,Y,198.9,103.5,81.0,0
W,M,N,Y,177.5,172.9,85.0,1
W,M,N,Y,191.3,180.5,82.0,0
A,M,Y,Y,179.5,337.9,88.5,1
B,M,N,Y,174.2,79.4,80.5,0
B,F,N,N,165.6,90.8,81.8,0
B,M,N,Y,182.5,72.2,88.6,1
W,M,N,Y,181.9,197.7,88.9,1
B,M,N,Y,179.3,122.2,89.1,1
A,M,Y,Y,177.5,282.0,89.7,1
B,F,N,N,164.1,91.1,84.3,0
A,F,Y,N,162.3,347.0,85.7,1
A,M,Y,Y,182.6,275.1,84.6,0
A,M,Y,Y,199.6,286.1,89.5,1
B,M,N,Y,170.2,82.5,89.5,1
W,M,N,Y,181.5,182.5,80.5,0
A,F,Y,N,166.1,329.1,88.1,1
B,F,N,N,166.1,107.6,88.9,1
W,M,N,Y,170.0,266.9,89.2,1
B,M,N,Y,190.1,105.1,86.6,1
A,F,Y,N,154.6,300.3,83.0,0
A,M,Y,Y,181.7,292.1,88.0,1
A,M,Y,Y,187.7,281.0,85.5,1
A,M,Y,Y,185.6,330.0,89.2,1
W,M,N,Y,199.8,247.8,88.9,1
W,F,N,N,157.2,192.0,88.7,1
A,F,Y,N,167.4,334.4,80.4,0
A,F,Y,N,163.7,347.1,82.2,0
W,M,N,Y,168.8,235.3,82.4,0
A,F,Y,N,158.1,297.9,83.3,0
W,F,N,N,153.0,167.3,82.8,0
A,F,Y,N,152.7,326.2,80.7,0
A,M,Y,Y,184.6,310.2,87.3,1
B,M,N,Y,193.0,65.8,82.9,0
B,F,N,N,167.6,108.9,80.7,0
A,F,Y,N,153.0,336.8,83.9,0
A,F,Y,N,164.5,287.1,83.2,0
B,M,N,Y,196.5,91.1,90.0,1
W,F,N,N,162.5,271.8,83.6,0
B,F,N,N,151.5,62.9,85.3,1
B,F,N,N,167.2,113.7,85.3,1
B,M,N,Y,179.0,92.1,87.0,1
A,M,Y,Y,189.2,291.6,83.0,0
A,M,Y,Y,199.0,342.2,87.0,1
B,F,N,N,152.5,55.2,80.6,0
A,M,Y,Y,176.2,323.1,88.7,1
W,M,N,Y,179.8,197.9,84.5,0
B,M,N,Y,199.5,82.4,84.7,0
W,F,N,N,166.0,208.4,88.5,1
